1 ; 0.4
2 ; 0.1
3 ; 0.4
4 ; 0.1
5 ; 0.7
6 ; 0.4
7 ; 0.4
8 ; 0.1
9 ; 0.2
10 ; 0.3
11 ; 0.8
12 ; 0.0
13 ; 0.2
14 ; 0.5
15 ; 0.4
16 ; 0.7
17 ; 0.3
18 ; 0.5
19 ; 0.1
20 ; 0.9
21 ; 0.4
22 ; 0.6
23 ; 0.0
24 ; 0.2
25 ; 0.2
26 ; 0.6
27 ; 0.2
28 ; 0.5
29 ; 0.0
30 ; 0.5
31 ; 0.7
32 ; 0.2
33 ; 0.5
34 ; 0.4
35 ; 0.3
36 ; 0.2
37 ; 1.0
38 ; 0.1
39 ; 0.3
40 ; 0.3
41 ; 0.3
42 ; 0.7
43 ; 0.3
44 ; 0.5
45 ; 0.4
46 ; 0.3
47 ; 0.1
48 ; 0.4
49 ; 0.8
50 ; 0.4
51 ; 0.5
52 ; 0.1
53 ; 0.4
54 ; 0.8
55 ; 0.1
56 ; 0.2
57 ; 0.7
58 ; 0.5
59 ; 0.2
60 ; 0.2
61 ; 1.0
62 ; 0.4
63 ; 0.1
64 ; 0.3
65 ; 0.3
66 ; 0.4
67 ; 0.3
68 ; 0.1
69 ; 0.3
70 ; 0.3
71 ; 0.3
72 ; 0.5
73 ; 0.3
74 ; 0.2
75 ; 0.8
76 ; 0.3
77 ; 0.2
78 ; 0.2
79 ; 0.3
80 ; 0.4
81 ; 0.4
82 ; 0.2
83 ; 0.4
84 ; 0.6
85 ; 0.0
86 ; 0.6
87 ; 0.3
88 ; 0.2
89 ; 0.5
90 ; 0.9
91 ; 0.6
92 ; 0.6
94 ; 0.4
95 ; 0.2
96 ; 0.3
97 ; 0.5
98 ; 0.1
99 ; 0.3
100 ; 0.3
