1 ; 0.1
2 ; 0.2
3 ; 0.4
4 ; 0.2
5 ; 0.7
6 ; 0.4
7 ; 0.4
8 ; 0.2
9 ; 0.3
10 ; 0.4
11 ; 1.0
12 ; 0.0
13 ; 0.4
14 ; 0.4
15 ; 0.8
16 ; 0.6
17 ; 0.4
18 ; 0.8
19 ; 0.1
20 ; 0.8
21 ; 0.5
22 ; 0.7
23 ; 0.1
24 ; 0.2
25 ; 0.4
26 ; 0.6
27 ; 0.2
28 ; 0.5
29 ; 0.4
30 ; 0.4
31 ; 0.7
32 ; 0.3
33 ; 0.8
34 ; 0.6
35 ; 0.5
36 ; 0.1
37 ; 0.8
38 ; 0.5
39 ; 0.6
40 ; 0.3
41 ; 0.4
42 ; 0.6
43 ; 0.7
44 ; 0.7
45 ; 0.4
46 ; 0.5
47 ; 0.2
48 ; 0.3
49 ; 0.7
50 ; 0.5
51 ; 0.8
52 ; 0.1
53 ; 0.3
54 ; 1.0
55 ; 0.2
56 ; 0.3
57 ; 0.7
58 ; 0.8
59 ; 0.3
60 ; 0.2
61 ; 0.9
62 ; 0.6
63 ; 0.3
64 ; 0.3
65 ; 0.4
66 ; 0.4
67 ; 0.3
68 ; 0.5
69 ; 0.4
70 ; 0.3
71 ; 0.3
72 ; 0.6
73 ; 0.4
74 ; 0.2
75 ; 0.7
76 ; 0.5
77 ; 0.2
78 ; 0.4
79 ; 0.4
80 ; 0.4
81 ; 0.7
82 ; 0.5
83 ; 0.5
84 ; 0.5
85 ; 0.1
86 ; 0.4
87 ; 0.1
88 ; 0.3
89 ; 0.5
90 ; 1.0
91 ; 0.8
92 ; 0.9
94 ; 0.6
95 ; 0.2
96 ; 0.2
97 ; 0.4
98 ; 0.3
99 ; 0.3
100 ; 0.3
